twt,label
Iyaya aneh gua paling berdoa rezeki gua banyak berkah sehat badan dan pikiran Tapi gua ga pernah berdoa untuk bahagia gtu Paling gua doa emosi stabil dan dapat terkontrol Krn mnrt gua bahagia relatif dan gua juga manusia yang bisa merasakan byk emosi kyk sedih dan marah,gangguan
jay happy bgt bahas f1 dan banyak org keren yang tau juga TP GW GAPAHAM sedih si pgn ngikutin tapi gw gasuka nonton apapun itu.... rasanya pgn paham jokes jokes nya jay gitu akhhh knp gw se boring ini,gangguan
capek sedih homesick gabetah gemeteran ajg tolong,gangguan
Ges kalian pernah gk tidur mimpi sedih bgt bangun2 nangis kejer Gw td siang barusan begitu kek waw.... Kok bissa nangis begitu. Abis nangis tdr lagi awoakwoakwkak,gangguan
kadang suka sedih sama diri sendiri orang naruh ekspektasi ke gw gw harus begini lah gw harus begitu lah.... i don't wanna be the owner of your fantasy i just wanna be a part of your family gw cuma pengen disayang dan dingertiin sekali aja :(,gangguan
tadi gw sempet kepikiran pokoknya harus gw duluan yang ninggalin mereka sebelum mereka ninggalin kita semua terus ada inii jadi sedih gw,gangguan
Buka TT sedih buka twt stress buka wa waswas.. Capek banget dewasa ini ya Allah,gangguan
Daymn gue sedih betul,gangguan
sedih deh aku disalahin mulu mana omongannya pedes banget :c,gangguan
eyikkk aduh rasanya sedih bgt liat dia nangis gini mana pas cross over lagi huhuu makin potek ini perasaan https://t.co/k5bhQELcql,gangguan
@itsuayo SEDIH BGT KENAPA SI,gangguan
wajar gaksih aku jadi sedih dan nangis karena ditanya orang tua sakitnya apa? apa karena aku terlalu perasa yaa jadi orang??? ditanya dikit aku langsung pengen nangis rasanya karena bayangin ortu sakit tuh bikin sedih :((,gangguan
kita disini sedih tapi mereka yang paling paling sedih juga:( https://t.co/CtASfoKro2,gangguan
sedih sisa semingguan lg dirumah.. bntr lg balik jadi manusia yg klo mau makan harus beli/masak sendiri,gangguan
Overwhelm dengan berita bulan ini ya Allah.,gangguan
akhir akhir ini emang lagi overwhelm banget jadi kaya timingnya pas banget gitu Allah nunjukin sama aku kalo masih banyak orang baik dan masih banyak alesan yang bikin aku tetep bertahan,gangguan
overwhelm banget semuanya semoga seluruh intensi buruk ga bener-bener kejadian dalam hidupku. amin,gangguan
Hari ini ghosting semua orang karena gw overwhelm parah,gangguan
banyak yang harus dipelajari overwhelm gini,gangguan
mau ilang sehari bisa ga ya.. overwhelm...,gangguan
Mau rest dari twitter... Setiap buka aplikasi ini selalu ngerasa overwhelm ,gangguan
overwhelm banget tiap deadline pasti ada aja ni orang orang tiba tiba pada nyariin gw ARGH,gangguan
tapi cukup sembuhin luka dan tangisan gue yang dulu-dulu. gue sempet nangis dipunggung cowok gue karena overwhelm banget dan kebetulan butuh kata-kata tersebut. kalaupun bukan buat gue gue demand kata happy birthday itu sih dari dulu karena gue kekanak-kanakan juga.,gangguan
kenapa ya suka ngerasa overwhelm ngepost di second sendiri padahal itu akun second ,gangguan
duh to do list minggu ni banyak banget sudah ngerasa overwhelm,gangguan
Ga bisa tidur dengan keadaan overwhelm gini,gangguan
overwhelm banget rasanya nangis terus terusan....,gangguan
Menurut gue sih gua cuma overwhelm grgr 2 minggu ga libur-libur dan sebulan ini jelas gua akan libur.,gangguan
Pas baca tweet ini kok aku merasa diriku ini punya ADHD. Kalo ga ada instruksi jelas tuh I vision many different things from a single problem dan jadi overwhelm sendiri,gangguan
gw tuh bukan tipe yang bisa teriak kalo lagi overwhelm ini posisinya gw ngerekam kayaknya sambil nyekek leher dah ga napas gw https://t.co/Id0MgoeyGQ,gangguan
Kenapa ya kalo malem malem gini suka tiba tiba overwhelm,gangguan
Aku malas makan. Aku overwhelm. Aku ga tau mau ngapain lagi. Aku capek.,gangguan
Udah Overwhelm banget sama tanggung jawab semuanya dituntut buat sempurna. Ngga jadi diri sendiri? udah sering. Niat hati ngga pengen ngecewain orang lain. Tapi hasilnya kecewa sama diri sendiri.,gangguan
overwhelm banget rasanya,gangguan
kadang suka overwhelm sendiri kalau lagi sedih tapi kayak nggak bisa diungkapin sama sekali,gangguan
overwhelm banget dah gw astaga,gangguan
Overwhelm banget hari ini banyak banget updatenya,gangguan
Gw overwhelm banget sama tugas pusing banyak banget si,gangguan
Aneh banget tadi overwhelm tapi sekarang malah kayak butuh luapin emosi dengan nangis ga tau kenapa,gangguan
Dua hari ini sangat rame sampai overwhelm dan berharap sendirian lagi di kamar sekarang sudah sendiri malah kesepian dan sedih ‍,gangguan
Hari hari overwhelm kenapa ya,gangguan
eh baru kali ini deh aku pusing sampe sekepala kepala gara-gara overwhelm,gangguan
Minggu ini overwhelm banget,gangguan
aku istirahat dikit karna ngerasa overwhelm baru aja sampai rumah setelah kegiatan organisasi dan olimpiade langsung dikatain males mau jadi istri apa kamu kayak gitu? gak ada yang mau sama kamu kalo penampilan aja jelek emang wanita hidup cuman jadi perhiasan ya?,gangguan
gw tuh kadang ngerasa kayak apa gw terlalu menahan diri gw di zona nyaman ya terus berakibat gw jadi overwhelm sendirii,gangguan
ke luar rumah setelah beberapa hari di rumah dan aku sangat amat overwhelmed terlalu depressed di rumah terlalu overwhelm di luar rumah,gangguan
Anjirlah akhir akhir ini overwhelm banget lagi masa ospek ada berbagai macam tugas ospek peregu dan individu siang lanjut kerja badan rasanya kayak remuk,gangguan
maaf ya lagi banyak kerjaan overwhelm banget,gangguan
overwhelm banget asli..,gangguan
lama lama mentalku rusak karena overwhelm sama diri sendiri. hope I wasnt a burden,gangguan
overwhelm banget kacau campur aduk,gangguan
kenapa gw kayak stres banget gini ya overwhelm kah,gangguan
ga sanggup overwhelm banget hari ini,gangguan
kadang sosial media membuatku overwhelm dengan semuanya. beberapa hari ini dikejar deadline sampai ngeliat orang abis sidang rasanya kayak berat banget kayak skripsiku kok hancur dan temen-temen udah sidang,gangguan
overwhelm pengen apus semua sosial media dan menghilang,gangguan
kepala gue pening dan gue overwhelm dengan segala tugas yang bukan akademik ini,gangguan
overwhelm sampe lupa dan masih belum kuat untuk mengurusi apa apa,gangguan
overwhelm kerja banyak ‍,gangguan
Udah sebulanan ini gue overwhelm 5 tugas besar gatau ya apa gue terlalu keras berpikir dan mengejar ip atau emgemang orang lain yang bisa nyantai sambil liburan sana sini,gangguan
Malam ini aku beneran sedih. Mau nangis dan overwhelm sama semuanya ...,gangguan
overwhelm kali ya ini sama kerjaan pulang-pulang nangis mikirin yang jauh jauh ,gangguan
aduh maaf aku overwhelm banget,gangguan
 Overwhelm sama tugas dan perasaan pribadi,gangguan
Beneran seharian overwhelm dan berakhir ovt ga udah udah sampe mau nangis karena capek banget tekanan sana sini TAPI BACA INI BENERAN MAKIN BIKIN MAU NANGIS TAPI PLEASE TETAP HIDUP KAMU:(,gangguan
@llovandr Iya ngerti kok rasanya gitu. Tapi kalau emang bikin overthinking mending coba tanya langsung aja minimal dapet clarity. Kalau dia cuek ya tinggalin aja cari yang lebih appreciate kamu. Kamu berharga lho! ,gangguan
@nblhhsnh @masjalah Tasya Farasya lagi alami insomnia akut karena overthinking lagi jalani terapi tidur di RS. Sayangnya malah kena hujatan netizen. Semoga cepat sembuh ya! Sumber: berita terbaru dari Fajar dan Jawa Pos.,gangguan
card of the day: nine of swords hari ini kayak banyak pikiran numpuk. nine of swords sering muncul pas kamu lagi overthinking anxiety atau nyalahin diri sendiri terus. jangan biarin pikiran malammu ngerusak harimu. nggak semua yang kamu takutin beneran kejadian.,gangguan
ini seriusan udah masuk semester akhir belum ada yg confess ke gue? at least give me a sign kalo mau ngedeketin biar gue ga ovt for not worth enough,gangguan
Buat apa mikirin sesuatu yang gak nentu? Buat apa mikirin sesuatu yang sama sekali absurd? Trus kalo udah dipikirin hidup juga gitu-gitu aja... Kedepannya juga bisa jadi kesimpulan yang diambil berubah lagi bingung lagi overthinking lagi...,gangguan
AAHHH COK GUE OVERTHINKING PLSSSS ini ternyata dia sampe ngorbanin zhenxu anjirrr emg sinting mana tingyan keliatan agak nurut??? males bgt ihhhhhh https://t.co/HaZL24cVMI,gangguan
@tanyarlfes kerena ngg ada someone to talk jadi aku nongkrong si biar agak seru paling jam 9-10/11 biar ada ketawanya soalnya kalo di kamar sering ovt terus sedih,gangguan
tbtb overthinking bisa gak ya jadi mentor hebat yg bisa jaga keharmonisan keluarganya sampe selamalamalamanya:(,gangguan
ternyata lebih tenang gini. ga mikirin apa2 ga ovt. dll. ga cek2 wa selain kerjaan. sebenarnya ini salah satu hal yang aku takuti. takut mati rasa. tp tenang. hehe,gangguan
jir baru ngeh dulu pas masih in relationship mukaku sering breakout dan kusam skrg pas udah ngga mukaku bersihan jarang jerawat (cuma pas period doang) dan less kusam gr2 pas in relationship stress dan overthinking kali ya,gangguan
03 #ZonaUang ovt terus tapi bingung mau cerita ke siapa? sini langgananku @diontarot bisa bacain tarot sambil ngobrol juga boleh banget! bisa tanya soal love life perasaan karier pastlife dll pastinya aman dijamin privasi! cek ada di pinned @diontarot ya! ,gangguan
ternyata punya cowo ganteng bikin ovt mulu ya Allah ,gangguan
kayaknya karna setahun kebelakang ini sering overthinking hehehe kek ngerasa ga ada kemajuan dengan karir dan percintaan huhu orang-orang yang setiap hari ketemu aku pada bilang kalo aku jadi lebih pendiem I don't know why it turned out like this,gangguan
jadi gapyear ternyata hari harinya overthinking mulu y‍,gangguan
Jadi ovt tp ngapainnn ovt begituannn mungkin memang dia ga worth aja lah buat aku atau insecure atau apa biar lah heran gitu aja dipikirin terus,gangguan
Pagi pagi sudah ovt,gangguan
g tau skrg aku jdi gampang overthinking dan negatif thinking... Insecure trust issues... Jdi ak memilih untuk jmblo aja dlu buat nyembuhin diri,gangguan
@daisydinaa Aku kalo tiap malem suka overthinking mikirin besok kerja gimana ya.... ,gangguan
dia bilangnya lagi kacau aku bahkan sempet nangis karna aku jg ovt apalagi dia gada cerita ke aku dia bilangnya gini jd pikirku ada masalah yg bener serius taunya habis putus anjink toh dia jg udh lgsg dapet pacar baru https://t.co/hV0FKMi46d,gangguan
Mampus pada overthinking kan,gangguan
Lagi gabisa tidur karena ovt,gangguan
Sedikit banyak sifat ceria dan positif nya ks ngebantu banget kadang apa² yg bisa bikin diri sendiri gak nyaman dan overthinking selalu kulawan dengan ngasih afirmasi² positif buat diri sendiri sksksksmsks biar tidak jadi beban dan tetap bergerak maju (⁠ ⁠◜⁠‿⁠◝⁠ ⁠),gangguan
ajg gara-gara wanita jahat itu w jadi gabisa tdr krn ovt dan akhirnya siklus ini kambuh lagi. emg harusnya pergi dari semuanya ini mah. bgst,gangguan
OVT FLISS kayaknya hasil TOnya bakal jelek bngt .,gangguan
Emang cuma babeh yg paling bisa ngertiin tau aja lagi ovt sampe tepar 2 hari gak kerja Makasihh yaa babeh tercingtahh muahh muahh,gangguan
akhir2 ini gabisa tidur krn overthinking first time resigning from a company dan pindah ke company lain ky gue hrs ngapain woy pas last day? trs gue jg hrs ngapain pas first day di company baru?? agh,gangguan
kenapa ya tiap overthinking selalu endingnya nanya ke diri sendiri apa sih yang dikejar? ,gangguan
Bangun tidur tiba tiba ovt ga enak banget.,gangguan
kenapa selalu bikin aku ngerasa toxic jd ovt kalo aku toxic juga ke orang lain,gangguan
capek banget overthinking mulu anjirr,gangguan
jirlah aku ovt,gangguan
Kayaknya gara-gara ovt gue aja ,gangguan
Lagi minum milo kaleng tbtb ovt kepikiran leptospirosis gara minuman kaleng yang ga dicuci ,gangguan
ovt bgt klo galolos perangkingan takut ngecewain anjay,gangguan
stop overthinking aulia atau gerd lu semakin blubuk2,gangguan
emang udh memasuki jam-jamnya emosional serta overthinking https://t.co/V2hb8G8aB9,gangguan
ovt bgt gbs tidur,gangguan
keadaan akhir² ini kayanya lagi banyak yg overthinking ya aku juga soalnya huhu,gangguan
najis sampe rumah ovt lagi gajelas,gangguan
itu dia nyindir gue gaksih .. overthinking now,gangguan
jujur aku benci bgt bagian dari diri aku yang nggak bisa bereaksi dengan tenang yang selalu panik yang selalu overthinking yang selalu reflek nethink. jujur aku capek jujur aku udah berusaha buat keluar tapi rasanya nihil,gangguan
Diam gabut tenan bergerak nonton dangdutan NGGAK! Bercanda... enih rill mengorbankan gelex demi nonton lomba nyanyi rt tapi boong aslinya masalah ovt gw di jogja diakibatkan oleh knalpot motor yang mbledos mbledos jadi balik buat benerin motor doangbesok jogja lagi https://t.co/p8bdGlbQIg,gangguan
Masalahnya bengkak nya ga ilang ihh jir kalo udah ilang mah gue udah bisa legaan dikit. Ini dari kemaren nambah2in beban ovt aja dah,gangguan
Semenjak gempa kbb kemaren tiap di Lembang jadi ovt tiap hari anjir..,gangguan
mau sembuh total dari penyakit ovt,gangguan
Jahaaaat bangettt insom tu gaenak sumpaah kek pengen tidur tp gbs tidur hari2 stiap udh mlmnya waktu udah mau tidur selalu ovt ini psti gbs tidur lagi dan bnrn gbs tidur huhu. Trus berulang gitu mulu berhari2 berminggu2 berbulan2. Kek walaupun capek beraktivitas ttp gbs tidur,gangguan
@lovethstOory jujur iya masih ovt dikit . ih dengan senang hatiiii aku seneng bgt malah ngadain giveaway giniii IH AAMIIN MAKASII DOANYAA KAMU JUGAA YAA,gangguan
Jirr BB gue kok turun lagi timbangannya yg rusak apa gimana sih ovt jirr,gangguan
Terlalu sering mentingin orang lain sampe diri sendiri di lupain kepala berisik + ovt terus2 an,gangguan
Lengan kiri gue kan lagi sakit lemes pas bangun tidur search di google bikin ovt ,gangguan
Mungkin harus gila dulu baru dikasih menang maaf aku sudah sangat putus asa wajar manusia boy,gangguan
hari hari mantengin harga emas naiknya 2 sampe 8 rebu. anjir. mau nabung juga putus asa kalo gini caranya,gangguan
Kayak ekspresinya tuh dapet banget putus asa nya ada sedihnya ada shock nya juga ada,gangguan
kalau udah putus asa gini akhirnya aku cuma mau masuk surga pls cape gila sama hidup,gangguan
ADUH GAK KUAT. Se putus asa itu? ,gangguan
aku sudah cape aku yang cantik dan imut dan intropert ini sdh putus asa mencari teman diluar lingkup kerja AAGAGHHGGAH woi ayo ajakin aku main plis.,gangguan
gak ngarep adalah kunci pasrah adalah kunci hilang akal adalah kunci putus asa adalah kunci pesimis adalah kunci menyerah adalah kunci,gangguan
@dialogsenja__ prnahhhh rasanya kek putus asa bgt,gangguan
Kamu mungkin akan sering melihatku putus asa dan banyak menangis dan tentu ini membuatmu sangat muak. Padahal kamu hanya tidak tau bagaiamana aku berusaha berguna dalam perjalananku diusia 18 sampai 21 tahun.,gangguan
MErasa sudah putus asa dengan perGA-an,gangguan
nangis gua anjing bacanya tiap kesana kesini nyari kerja biar bisa idup karena tiap hari rasanya mau mati ga ada harapan hidup dan ada orang gila gak punya otak bilang tiga juta KECIL gila banget ya Allah gua doain lu pejabat mati kesetrum,gangguan
ini akun kalau dijual laku berapa ya? udah putus asa banget mancing ikan secret di sisyphus statue https://t.co/agAzJFuEIJ,gangguan
muak putus asa dan miris campur aduk jadi satu,gangguan
@hye0ncil gaktau sumpah gw dah putus asa bgt jir gw kira ga dapet,gangguan
lagi ngerasa putus asa lagi ngerasa di jauhin dunia,gangguan
klo di palestina tiap hari mati sahyid ...klo di kanoha udah mati ekonomi gara gara pejabat korup udah kayak zionis kejam mati putus asa masuk neraka pula,gangguan
kaya orang putus asa banget gak ada semangat semangat nya..,gangguan
hari-hari kalo ga marah sama pemerintah ya putus asa ngeliat palestina. sehat-sehatlah dunia bgst,gangguan
aku aja udh putus asa sekarang,gangguan
nasib yang terburuk adalah tidak sadar kalau diri sedang ada di dalam nasib yang terburuk. keputus asaan paling buruk adlh ketidaksadaran bahwa diri sedang putus asa dan berusaha menutupi keputusasaan itu dengan hal2 fana harta kekuasaan and everything that is of this earth,gangguan
@awanarchive Aku 6 hari yg lalu kena pecat sepihak atas hal yg bukan salahku aku depresi udh 3 hari gak makan krn sedih cari kerja susah baru daftar kuliah jg tp ga nyangka bakal ngalamin hal ini putus asa bgt bapak 2 bulan yg lalu jg kena PHK kasih alasan aku buat ttp hidup pliss.,gangguan
semua beban di ke gua in kan capek anjir rasanya kek putus asa banget,gangguan
@bluemazx_ Udh putus asa ,gangguan
saya dah coba dan sekarang saya putus asa. apa pun yang akan datang hanya berserah dan tawakal kepada Allah,gangguan
@NoctisQueroix STOP GW UDH PUTUS ASA ,gangguan
3 bulan terakhir jujur cukup bikin capek lelah batin bgt pokoknya. Diem doang ngrasa gapunya progres. Tapi mau bergerak bingung mesti ke arah mana. Kayak nglakuin kewajiban dalam posisi udah berpasrah banget. Berasa nyerah gabisa putus asa ga mampu ,gangguan
@moncaciato Tetap Putus Asa jangan semangat...,gangguan
Ini apakah ga ada orang yg tiba tiba nge dm ngajak kenalan gitu wkwk udah putus asa banget nyari sendiri maunya ujung2 ada yg dateng gitu,gangguan
Putus asa banget cari kerja ,gangguan
knp ak gampang putus asa si padahal blm di coba,gangguan
@cubitski Udah putus asa banget nih sampai nazar aneh-aneh wkwk.,gangguan
@ketovrak_ ini aku nyarinya jg sampe putus asa kak ,gangguan
@riicnees Mengetik sembari berteriak dengan panik dan putus asa,gangguan
@han_hanna41 bingung ngejar apa lagi dah putus asa,gangguan
Makin putus asa aja. Polisinya makin brutal. Presidennya fasis. Jajaran menterinya ndablek. Ada gelombang anti-intelektualisme. Meh piye ikiii,gangguan
@gesangnurh Bukan putus asa udh gk berharap aja ,gangguan
@Luciferisheree Susah banget aku putus asa,gangguan
@jennileruby Kalo bisa putus asa kenapa harus semangat Udah aku folbek unni selamat berteman hehehe,gangguan
@chenlebuddies Gw udh putus asa,gangguan
Ya Allah aku udh putus asa kalau akhirnya gk sekelas lagi,gangguan
Benar-benar jenuh. Putus asa banget. Ya Allah tolonglah mampukan Aneu menghadapinya. Banyak-banyak gerak yang positif yukkk. ,gangguan
@fifidr_ Tadi cam dh putus asa aku pull satu2 ,gangguan
@saja_nim Gw mau lihat dia nangis dan putus asa pliss,gangguan
@mugipussyeater gw harus merasa sgt putus asa akut dlu pernah krn gw mental breakdown (yg serius) trus nyetel lagu random dan boom!! hahihuheho~~,gangguan
Hari ini gue udh putus asa bgt. Nangis dr pagi ke siang. Pas siang udh reda trs bikin dimsum sampai tiba² mikir enaknya dimsum ternyata jg bagian dr nikmat Allah. Tp sore ini gue tiba² jg putus asa nangis sampe magrib. Lalu tante chat gini ke gue rasanya nggak karuan https://t.co/QodTwlvp20,gangguan
@aesculapiusw @imamDouma udah putus asa sampe gila mereka ,gangguan
Jujur di sini lah gua mengenal kata 'putus asa'. Udahlah jatuh ke hutan nggak keliatan jalannya kayak gimana dan harus kayak begitu berulang kali.,gangguan
@onyxcathea Udh mulai putus asa hmm,gangguan
@tanyakanrl Pas umur 21 tahun baru semester 5 lagi strugle banget gegara ga keterima magang bener-bener putus asa soalnya ngerasa semua orang berhasil dan aku ngga terus ngerasa semua orang ga ada yang mau nolong depresi banget sampe ga bisa bedain hari pagi siang,gangguan
@bonleysz putus asa bgt,gangguan
ais yok self harm yalan,gangguan
sebenernya self harm cuma buat pengecoh dari hati dan otak yang kemana kemana rasanya jadi kalo ada luka lebih ke ngerasain sakit lukanya bukan perasaan yang sebenernya ya tau ttp cuma sementara,gangguan
huft self harm lagi,gangguan
inilah caranya self harm,gangguan
@blxnkcanvs Jangan please jangan self harm,gangguan
detik ini aku udah kepikiran self harm tapi ga aku lakuin aku lebih milih ngetik ini sambil nangis dikit daripada ngelukain diriku meskipun ga nyeleseiin apa2,gangguan
Tapi gue tidak membenarkan cara tsb ya. Gue cuma shock aja apa yg gue alamin kemarin. Gue tau dan gue sadar self harm itu gak baik Udah lah kita stres karena pikiran jangan sampe kita rusak tubuh kita jg ya.,gangguan
Then i was thinking omg why would i do that. Tp gue skrg ngerti kenapa sebagian orang yang feel depressed kadang pelariannya ke self harm. Ketika mereka gak bisa ngungkapin apa yg mereka rasain ntah karena alasan apapun. Dengan cara itu ada rasa kepuasan tersendiri buat mereka.,gangguan
@wondrlus diposisi asa bakal susah banget gw bukan dari anak broken home tapi gw punya teman yg broken home parah bangetsaking parahnya sampai self harm anjirr gw jadi melow,gangguan
gak suka banget kecapekan... pengen self harm,gangguan
kalian kalo punya temen suka self harm bakal gimana??,gangguan
Aku pernah janji bakal jaga kamu. Tapi semalam semua tiba2 kacau dan akhirnya self harm lg. Maaf ya badanku.,gangguan
kalo gua mau ninggalin dia pasti dia ngancem buat bundir. gua emg bener2 udh ngestuck sama dia mana ortunya juga malah bikin dia tambah pengen self harm pusing anjir https://t.co/HlzavUYtZv,gangguan
tw//self harm (s word) GINI AMAT PUNYA PACAR ANJINGGG GUA SIBUK KONTOL. DIKIRA GUA CENAYANG APA GIMANA BISA NGERTI PIKIRAN DIA KALO MERAJUK SUKA NGANCEM BUAT SELF HARM SAMA END LIFE. SEMUANYA SELALU DISALAHIN KE GUA https://t.co/HfMtGnVb1b,gangguan
@ggvkevst udh sih self harm nya,gangguan
@tanyarlfes nder ga semua yang perfect diluar tapi didalamnya broken temen gue sampai rela self harm dan lainnyaa sampai juga kabur dari rumah,gangguan
cw/self harm skrg aku paham gmn rasa sakitnya orang yang selalu kayak gini. https://t.co/ihF6eObpSb,gangguan
@mamajameson Ya iya lah malah itu butuh group therapy yg mingguan trus ada sponsor yg bisa ditelepon tiap self harm thought muncul.,gangguan
Skrg semua org ngeliat bekas bekas self harm gw kaya i m doing it for the bandwagon OR change their stare on me KAYA STOP LEBAY?!?! shit as heck i dont even know what that called before DAN GW ngelakuin bukan buat seek help like plzzz help gw gamau bundir makanya self harm,gangguan
ah anjingnya lagi ketrigger sama postan self harm temen gua kta gwe teh ga bisa dicegah ngelihatnya karena nonton di instastory,gangguan
@ruangtahul Segala perasaan kalau porsinya sesuai aman sih Yang di postingan kakaknya ini kan konteksnya ke arah self harm soalnya terus di aku juga ngerasanya blaming myself nya udah di tahap yg bikin sesek sendiri so yaaah ...,gangguan
@anttieee_ @visealsy setuju ibunya udh mikirin self harm itu bener bener red flag!!! ibunya brrt ga sanggup raising children. boro boro take care of the child s sanity,gangguan
benci bngt klo udh SELF-HARM tanpa sadar.. mau peluk zayne,gangguan
klo udh sampe self harm gk mungkin diremehin gk si... coba aja dulu,gangguan
Kakak pertama dan bapak yang bikin mental gue serapuh ini ayu damayanti yang bikin gue self harm pertama kali pas SMA dan si jalang @septiprihabsari yang bikin gue ketrigger buat percobaan bunuh diri. Apes banget hidup gue dikelilingi orang orang yang punya gejala npd.,gangguan
@tanyakanrl Aku udah lama pernah self harm nderr. Ini otw 19,gangguan
@OyenPiyik @loe12345678910 @tanyakanrl aku takutnya dia punya penyakit self-harm.,gangguan
@SoooSourcandy @reywxc Kak dulu banget aku punya temen kayak gini. Aku bener2 stay di kosan temenku selama hampir 2 bulan karena ga bisa ditinggal dikit (dia selalu siapin pecahan kaca buat self harm kalo kita lagi lengah). Pokoknya harus bener2 ditemenin cc anaknya @jerryssvodka,gangguan
Maaf curhat dikit Gue agak traumatize kemaren shift di KIA Pr 17 thn menikah (yes underage married) positif hamil. The first one i notice is her wrist bekas self harm Belum siap secara mental untuk menjadi ibu.. Sedih dan miris liatnya Dan dia datang sendiri..,gangguan
Dan sepanjang ujian gua ga tenang gua udah bisa mikir dimana letak unworthy useless dan disgusting-nya gua dimasa itu. Sampai dimana self-harm pertama kali gua lakukan.,gangguan
maaf ya kalo aku cepu ke pacarmu mba tapi aku ga tega liat tanganmu byk bekas self harm kek gitu.,gangguan
@reywxc Kakak2 terima kasih atas masukannya aku udah ketemu temanku hari ini dan aku ajakin girls day out aja. Krn sampe pagi ini dia masih mau nekat suicide minggu lalu juga dia self harm.,gangguan
keren sih dia bisa deliver itu. Lanjut gue sebutin status mental psikiatri lengkap ke penguji. Jadilah gue dx dengan gangguan campuran ansietas dan depresi. Dd dengan GAD Depresi ringan-sedang (karena gue tanya keingingan bunuh diri/self harm gaada) nightmare night terror,gangguan
ternyata si richan richan ini bisa ya melewati semuanya even sambil nangis &amp; sering self-harm~ dulu mikir apa sanggup menyelesaikan pendidikan dgn keadaan mental yg gak baik? and boom lulusnya deketan sama festa ke-12 such a fate! april graduated june festa https://t.co/ATbEtN2O5L,gangguan
Uneg2ku sebenernya sedikit. Aku ngerasa gelisah dan ingin melakukan self harm. Dan aku melaluinya sendirian. Makasih buat yang udah nyemangatin dan membaca ceritaku huhu ️,gangguan
Aku udah janji sama diri aku dan sama psikiaterku buat menghindari self harm tapi tadi tiba2 aja aku gelisah tanpa sebab dan urge buat self harm tinggi banget. Kata psikiaterku aku harus punya temen ngobrol biaraku ga meledak sewaktu-waktu,gangguan
Aku juga bulan ini kembali self harm agak sedikit terpukul karena aku sebenernya udah sekitar 6 bulan free self harm:(,gangguan
[16] karena tekanan dan tuntutan yg mendadak serta trauma masa lalu william mengalami self-harm. ini tuh kayak bentuk struggle dia yg akan berkembang selama cerita. jauh berbeda dari karakter lain yang katanya mirip,gangguan
pasienku masih sma kelas 10 depresi &amp;&amp; ada suicide thought bahkan sering self harm lebih sadnya lagi dia dibully di sekolah &amp;&amp; ga ada support sama sekali dari orang tuanya especially mamahnya jujur waktu anamnesis pen aku tonjok mamahnya mana npd,gangguan
@PadungTeyuh ga lagi self harm pdhl lg pgn soalnya ngantuk,gangguan
bisa stop self-harm dlm bentuk fisik . dan msh mau ngejalanin hidup.,gangguan
The urge of self harm ni kenapa ya tiba-tiba? Sakit tau,gangguan
Hampir setahun dan anxiety gua phase begini udah 3x yang 1 gua nabrakin diri ke 2 gua self harm dan konsul ini ke 3 apa gua ngerokok aja ya udah capek nyakitin diri nya,gangguan
@GabutBabit @ullinsimpjjang Ya seperti kasus Fatah. Mohan. Ngeras tidak berharga. Ngerasa tidak cukup. Ngeras gx ada yg mau sama dia. Karena mereka banyak merahasiakan sesuatu sama dia. Bisa jadi puncaknya dia menarik diri dari semua orang. Amit - amit sampai self harm.. Tapi memang BPD itu puncaknya gitu,gangguan
Kalo dipikir2 ngapain sih gue dah sebulan galau nangis self harm. Pdahal gue punya 10 cowok ganteng yang mencintai gue (walau as teume) https://t.co/JD5WwRtfqk,gangguan
maaf teman-teman yg khawatir ada juga bbrp yg chat. gue ga apa-apa gue minta maaf blm bisa balas &amp; jujur ga bisa tahan bbrp hari nyakitin diri sendiri pake gunting &amp; coba ikat kepala gue pake kabel. gue udh berhenti. makasih udh tanya ttg gue. skrg udh self harm lebih lega.,gangguan
Semoga saya dan teman-teman sehat. Entah harus bagaimana menjalankan esok hari. Tidak self-harm atau tiba-tiba bunuh diri saja syukur. Saya di titik sangat amat tertekan dengan semuanya.,gangguan
@tanyarlfes nahan diri buat ga makan nyakar diri sendiri itu termasuk self harm atau tidak?,gangguan
@convobase soalnya aku sering self harm sampe sekarang,gangguan
udah 1 tahun lebih clean gamau self harm lagi takut kali ini gbs lepas dan kebablasan tapi rasanya sakit bgt,gangguan
osfak yang membuatku stress banget kemarin itu ternyata engga ada apa-apanya sama osjur ,gangguan
cuma tidur brp jam kebanyakan stress mikir doang,gangguan
@lanasdoormat Soalnya ak stressgabisa tidur lebih dr 4jam,gangguan
Hidup kalo di rumah ortu sendiri tuh kayak gak ada benernya ya. Capek malah stres,gangguan
Ini ibuk anak sama sama stress,gangguan
@scaramaouche Di kira insomnia tuh sehat apa ya makanya enak. Enggak anj capek mau tidur tapi ga bisa gelisah stress bikin kesehatan nurun bahkan ngaruh di mental juga. Tonjok yang bilang insom enak,gangguan
beneran kaga sih ini gw dah rutin 3 bulan lebih malah kebalikannya anjrr ngantuk habis makan siang gampang cemas sampe stress ga nafsu makan seminggu gampang kembung sampe kentut kentut pas malam gw salah minum kh ini https://t.co/bJvU6i6QPn,gangguan
@ernikeginting Mana kadang di combo sama bentol di kulit awalnya kira itu alergi tapi pas aku liat patternnya ternyata keluar setiap pas stress... Kesel banget bisa gak depresinya stay di kepala aja? Gak perlu muter muter dibadan ,gangguan
